Address,Lot,AM or PM,Browser Info,Company,Credit Card,CC Exp Date,CC Security Code,CC Provider,Email,Job,IP Address,Language,Purchase Price
"Unit 7746 Box 8186, DPO AP 77007",35 EH,AM,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/532.9.6 (KHTML, like Gecko) Version/5.1 Safari/532.9.6",Sullivan-Garcia,502005884866,09/17,803,Mastercard,stevenpitts@gmail.com,Administrator,103.67.21.127,English,39.07
"60371 Ian Lake Suite 928, Prestonborough, AS 00818",30 RJ,PM,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_11_0) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/19.0.860.0 Safari/536.0",Chavez-Graham,4818544474992683,09/22,962,Visa,casejames@yahoo.com,Marketing Specialist,161.102.12.145,English,21.6
"61243 Barnes Summit Apt. 814, Turnerchester, SC 82633",53 QM,AM,Opera/9.12.(X11; Linux x86_64; hu-HU) Presto/2.9.171 Version/11.00,"Villa, Carter and Lee",4797944644601419,03/26,535,Mastercard,shawn10@gmail.com,Researcher,117.229.42.146,Italian,20.82
"910 Barrett Harbors Suite 752, New Jessicachester, MA 92199",39 ZB,AM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_1) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/20.0.896.0 Safari/536.2",Hill LLC,213113177071481,03/25,173,Discover,gthomas@yahoo.com,Teacher,147.73.88.160,Spanish,94.89
"311 Braun Trail Apt. 313, North Kimberlyview, NC 18521",77 LE,AM,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.01; Trident/5.1),Horton-Roberson,4321155690171,04/28,913,Discover,rodriguezmadison@gmail.com,Developer,214.87.164.148,Spanish,32.67
"2444 Melissa Parkways, East Stuart, ID 29940",37 KJ,PM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_4 rv:6.0; om-ET) AppleWebKit/533.30.6 (KHTML, like Gecko) Version/4.1 Safari/533.30.6",Guzman-Butler,30488141865478,01/25,207,Mastercard,steinbradley@gmail.com,Consultant,165.5.237.136,Japanese,81.41
"22317 Carl Extensions, Nicholasland, MI 76532",14 NO,PM,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.2; Trident/4.0),Beard and Sons,4555293463190415,04/21,881,Visa,bbishop@gmail.com,Lawyer,161.188.83.202,Arabic,53.94
"1621 Davidson Plaza Apt. 812, Nicholasborough, AR 06680",94 WW,PM,Mozilla/5.0 (compatible; MSIE 9.0; Windows 98; Win 9x 4.90; Trident/5.1),Wise-Marshall,3551538970807513,01/26,813,American Express,gravesandrew@outlook.com,Lawyer,213.210.242.110,French,72.91
"2102 Simmons Grove, West Valeriefort, FL 56876",60 OZ,PM,Opera/8.76.(X11; Linux x86_64; el-GR) Presto/2.9.163 Version/12.00,"King, Adkins and Kim",4909158719723905637,09/21,435,Mastercard,smithalison@live.com,Nurse,67.21.220.230,Japanese,30.32
"67059 Santos Isle Apt. 186, West Jasonchester, AK 80207",69 EV,PM,Opera/8.26.(Windows 95; st-ZA) Presto/2.9.180 Version/10.00,"Francis, West and Evans",344544590622280,06/22,475,Mastercard,tiffany89@gmail.com,Marketing Specialist,207.5.167.118,English,84.15
"46543 Harrington Village, New Caitlinland, OR 31838",53 SX,AM,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 11.0; Trident/4.0),Robertson Ltd,4017016875718,08/20,188,Visa,joshuathornton@icloud.com,Developer,85.216.109.189,English,14.64
"1927 Hughes Square, North Andrew, UT 96566",27 VG,AM,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Win 9x 4.90; Trident/5.1),Graham Ltd,3546424038704315,05/21,881,American Express,prattbrett@yahoo.com,Consultant,176.161.217.17,Italian,9.02
"408 Selena Street, South Thomas, KY 87426",23 RX,PM,Mozilla/5.0 (compatible; MSIE 8.0; Windows 95; Trident/4.0),Wolf-Green,180061518244185,09/20,723,Discover,millercindy@yahoo.com,Accountant,64.187.115.15,German,7.57
"9670 Parrish Overpass Suite 452, New Marissahaven, LA 74510",50 KD,PM,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.0),Mckee-Johnson,4219586467664543,11/25,610,American Express,alexanderhoward@gmail.com,Analyst,56.125.36.221,Italian,22.04
"828 Smith Parks, Katrinaton, RI 56564",37 CV,PM,"Mozilla/5.0 (Linux; Android 7.0) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/38.0.809.0 Safari/533.1",Foster Inc,3597326433183466,12/23,250,Mastercard,sdougherty@gmail.com,Sales Representative,92.9.73.108,English,99.47
"43634 Timothy Road Suite 059, West Harold, CT 74721",35 EM,PM,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.01; Trident/5.1),Martin-Roberts,4828220141629972973,08/20,594,Mastercard,melissabarnes@icloud.com,Administrator,205.104.29.58,English,65.02
"346 Ashley Isle Suite 012, West Lorifurt, ME 61378",55 KE,AM,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/9839-07-21 06:02:54.605835 Firefox/11.0,"Adams, Santiago and Fitzgerald",30491233579981,09/23,564,American Express,williamsvalerie@gmail.com,Researcher,180.14.122.113,Japanese,43.11
"02735 Ricardo Views, West Vanessastad, NC 61805",85 KX,AM,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; en-IE) AppleWebKit/533.11.3 (KHTML, like Gecko) Version/3.0.5 Mobile/8B117 Safari/6533.11.3",Campbell Ltd,4119853317051771,10/22,453,Mastercard,cjames@yahoo.com,Marketing Specialist,49.241.35.100,Arabic,88.04
"56618 Young Parkways, Nataliechester, WI 66826",75 NC,PM,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; ks-IN) AppleWebKit/533.6.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B118 Safari/6533.6.6","Saunders, Lee and Stokes",3548868447376958,08/20,640,Visa,tonyasullivan@yahoo.com,Researcher,85.80.37.14,English,91.97
"06707 Davis Loaf, East Jacquelineland, GU 33109",82 UP,AM,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_1; rv:1.9.2.20) Gecko/2747-02-19 06:42:44.903969 Firefox/3.8,Love-Garcia,6524566572561094,03/21,518,Discover,amandaoconnor@hotmail.com,Nurse,109.189.177.142,German,40.98
"741 Elliott Lakes Apt. 387, Dawnchester, WY 56746",54 WP,PM,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_0) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/22.0.802.0 Safari/533.1",Barton Inc,6011376756927735,02/22,472,Visa,bwatson@hotmail.com,Consultant,114.99.45.197,Spanish,4.34
"078 Tanya Fort Suite 167, Jenniferport, UT 82629",61 VX,PM,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/2783-07-09 19:03:05.520336 Firefox/13.0,Jones-Lyons,30056187580481,09/19,206,Mastercard,mary35@live.com,Engineer,144.243.188.218,Portuguese,55.48
"13456 Darlene Centers Apt. 722, Joshuastad, GA 18703",85 EG,PM,"Mozilla/5.0 (Windows NT 4.0) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/57.0.882.0 Safari/532.1",Daugherty-Franco,3536875416697854,03/23,108,Visa,nataliesmith@hotmail.com,Consultant,80.15.100.166,English,72.92
"809 Simmons Garden Suite 928, Port Annebury, NE 23384",31 CS,PM,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.0; Trident/3.0),"Baldwin, Reese and Burgess",2701807669090785,07/22,290,Mastercard,asmith@icloud.com,Lawyer,205.115.2.230,French,4.86
"4551 Jason Courts Suite 455, New Bradyfurt, MI 58464",63 YN,AM,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.1; Trident/5.1),Valencia-Parker,4106102122790651,08/22,451,American Express,timothy58@hotmail.com,Teacher,154.239.211.18,Hindi,33.37
"3947 Washington Ranch, New Joseph, MO 47349",87 MS,PM,Mozilla/5.0 (compatible; MSIE 5.0; Windows 95; Trident/4.0),Smith-Chavez,30417473162584,02/19,827,Mastercard,tjohnson@gmail.com,Analyst,162.91.58.179,Spanish,58.2
"1455 Elizabeth Corners, Elliottshire, UT 39717",14 SP,PM,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/535.38.4 (KHTML, like Gecko) Version/4.0.5 Safari/535.38.4",Sparks-Sampson,4389548121302557497,02/23,900,Visa,qwalters@gmail.com,Teacher,40.80.209.43,English,34.01
"USS Johnson, FPO AP 16610",14 RX,AM,Opera/9.90.(Windows NT 5.2; aa-ET) Presto/2.9.186 Version/10.00,Brown-Clark,3524262228208572,04/28,981,Visa,nunezvincent@yahoo.com,Designer,13.37.161.84,German,61.32
"3024 Linda Circles, Jeffreytown, NH 20725",20 QT,PM,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_5 rv:5.0; da-DK) AppleWebKit/533.6.2 (KHTML, like Gecko) Version/5.0.3 Safari/533.6.2",Jones-Hale,4871930791633114,04/25,240,Visa,kevin13@outlook.com,Sales Representative,122.192.221.186,German,7.86
"7179 Santana Drive, Darrenfurt, SD 52365",19 UT,PM,Mozilla/5.0 (Android 6.0.1; Mobile; rv:45.0) Gecko/45.0 Firefox/45.0,"Williams, Hill and Nelson",3548642956559167,02/22,880,American Express,heather62@gmail.com,Researcher,101.132.82.89,German,45.49
"05957 Estrada Lakes Apt. 472, East Emily, GU 04925",54 IC,AM,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.01; Trident/5.1),Perez-Mcguire,30175281260673,04/24,798,Mastercard,patrickjohnson@gmail.com,Designer,74.170.100.187,English,92.21
"13844 Thomas Shore Suite 390, North Amyside, VI 04067",29 LS,PM,Opera/8.51.(Windows 98; Win 9x 4.90; tr-TR) Presto/2.9.187 Version/11.00,Jones and Sons,4645431349983213636,02/20,399,Mastercard,jacksonjody@yahoo.com,Researcher,142.59.158.37,English,0.36
"3805 Christopher Shore Suite 685, Lake Jamestown, OH 26823",55 GW,AM,Opera/9.51.(Windows 98; hne-IN) Presto/2.9.169 Version/11.00,"Smith, Shelton and Bell",4699030720242697,04/27,450,Visa,dblake@live.com,Designer,81.143.84.32,French,0.63
"74905 Lynn Crescent Suite 357, West Brandy, SC 43840",81 WE,PM,Opera/9.39.(X11; Linux x86_64; ln-CD) Presto/2.9.184 Version/12.00,"Lopez, Thomas and Booker",3525920689447760,11/23,808,American Express,nolananthony@icloud.com,Engineer,1.0.209.112,Spanish,58.73
"264 Prince Drives Suite 494, East Colleen, NC 20398",39 WV,PM,"Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/531.14.1 (KHTML, like Gecko) Version/4.0.5 Safari/531.14.1",Rose Inc,6011652135049700,06/18,666,Visa,hharmon@gmail.com,Developer,125.224.167.98,French,77.87
"8572 Linda Union Suite 064, Mooreberg, MP 28241",42 VB,PM,"Mozilla/5.0 (iPhone; CPU iPhone OS 6_1_6 like Mac OS X) AppleWebKit/532.1 (KHTML, like Gecko) FxiOS/11.6v0428.0 Mobile/56Y924 Safari/532.1",Gonzalez PLC,4426609173293149,09/23,782,American Express,angelafuentes@aol.com,Administrator,73.90.164.200,Portuguese,27.7
"02520 Higgins Ford, Robinmouth, FM 22943",58 AF,AM,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/535.19.2 (KHTML, like Gecko) Version/4.0 Safari/535.19.2","Howard, Cole and Buck",30173906291421,08/23,232,Visa,rosshardin@yahoo.com,Engineer,193.244.42.1,English,98.35
"PSC 8897, Box 3642, APO AA 88285",85 EL,AM,"Mozilla/5.0 (iPad; CPU iPad OS 17_4_1 like Mac OS X) AppleWebKit/536.0 (KHTML, like Gecko) CriOS/18.0.897.0 Mobile/40J009 Safari/536.0",Chase-Morris,4193089865251203,08/21,869,Mastercard,mstewart@yahoo.com,Marketing Specialist,59.58.88.171,Spanish,81.74
"USNV Watson, FPO AP 70503",14 GE,PM,Opera/8.77.(X11; Linux x86_64; af-ZA) Presto/2.9.168 Version/10.00,Vega-Vance,6011583481268547,10/19,550,Discover,ernest99@gmail.com,Nurse,139.71.133.65,English,64.07
"7925 Tammy Fields, East Michaelhaven, PA 48278",11 LM,PM,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_0 rv:4.0; mt-MT) AppleWebKit/532.32.3 (KHTML, like Gecko) Version/4.0 Safari/532.32.3",Drake Inc,4784726908278597648,04/28,313,Discover,rstevenson@gmail.com,Marketing Specialist,56.116.176.225,Chinese,29.53
"5307 Reed Hill Apt. 586, North Adam, GA 88744",31 GD,PM,"Mozilla/5.0 (Windows; U; Windows CE) AppleWebKit/534.9.3 (KHTML, like Gecko) Version/5.0.1 Safari/534.9.3","Martin, Gonzales and Trujillo",6011407505305855,05/25,555,Visa,sjackson@aol.com,Researcher,165.190.199.55,Spanish,99.73
"69131 Brandon Plaza Suite 530, North Deannaville, GA 59638",36 GT,PM,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/8541-05-11 20:34:42.059875 Firefox/8.0,Payne Inc,2264732600464775,06/28,679,Visa,danaperez@me.com,Consultant,178.233.156.74,English,12.56
"343 Bond Lights, West Maryshire, MA 51370",93 HV,AM,Opera/8.51.(X11; Linux i686; he-IL) Presto/2.9.168 Version/10.00,"Pierce, Wilson and Lawson",180047916235735,11/28,269,Mastercard,crawfordmichael@gmail.com,Doctor,70.49.68.1,French,33.25
"34637 Matthew Trail, Matthewland, VI 17798",67 LC,PM,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.2; Trident/5.1),"Schneider, Whitehead and Johnson",4644395649944111,03/20,367,Visa,rose94@aol.com,Developer,32.191.90.81,Portuguese,63.97
"687 Banks Trafficway, Dannyshire, MO 85071",71 FJ,AM,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; ur-PK) AppleWebKit/533.31.6 (KHTML, like Gecko) Version/4.0.5 Mobile/8B111 Safari/6533.31.6",Chapman-Morris,2714556188873339,04/27,447,Visa,sherri35@gmail.com,Nurse,121.42.239.152,English,49.41
"9141 Lane Course Apt. 985, Lake Barbarafort, NC 87740",97 GY,AM,"Mozilla/5.0 (Windows 95) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/62.0.853.0 Safari/532.2",Jordan Inc,4792800821447,02/19,840,Visa,bobby70@hotmail.com,Researcher,61.243.177.68,Spanish,3.35
"89124 Kaiser View, North Ann, MN 90938",16 WB,AM,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/6773-07-11 09:32:45.320312 Firefox/3.6.1,Thomas Group,3500663329597177,03/28,331,Visa,kimberlyfisher@gmail.com,Marketing Specialist,176.173.131.135,German,54.5
"970 Colon Orchard, New Christopherstad, NV 89509",55 CS,AM,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; kn-IN) AppleWebKit/531.5.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B113 Safari/6531.5.2",Becker-Davis,213190502320957,04/26,912,Mastercard,robert48@hotmail.com,Lawyer,13.189.75.158,French,9.7
"0662 Gary Alley Apt. 120, Pattersonport, OR 60437",82 CS,PM,"Mozilla/5.0 (Windows; U; Windows NT 5.0) AppleWebKit/533.10.2 (KHTML, like Gecko) Version/4.0 Safari/533.10.2","Buck, Knapp and Haas",213139148642456,07/22,755,Mastercard,ehiggins@hotmail.com,Sales Representative,195.17.159.58,Spanish,40.71
"4243 Warren Groves Apt. 713, South Karen, CA 61876",87 IF,PM,Mozilla/5.0 (compatible; MSIE 5.0; Windows CE; Trident/5.0),Baker Ltd,4903354906629630899,02/21,655,Mastercard,mckaytamara@gmail.com,Marketing Specialist,208.12.192.91,Spanish,32.11
"264 Braun Turnpike, Salazarview, ID 09963",50 IB,PM,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_6; rv:1.9.5.20) Gecko/3835-09-30 02:23:53.410561 Firefox/14.0,Walls and Sons,676365374203,05/27,353,American Express,victoria03@hotmail.com,Marketing Specialist,8.174.190.0,Chinese,59.65
"95839 Shawn Course, Finleyburgh, AZ 04211",79 VO,AM,"Mozilla/5.0 (Windows; U; Windows NT 5.1) AppleWebKit/535.47.2 (KHTML, like Gecko) Version/4.0.2 Safari/535.47.2",Sullivan LLC,30398260212032,03/24,190,Discover,bhouse@yahoo.com,Nurse,209.238.50.166,English,54.36
"04604 Contreras Summit, New Timothyfort, FM 12269",48 GT,AM,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_7 rv:4.0; hy-AM) AppleWebKit/532.13.5 (KHTML, like Gecko) Version/5.0 Safari/532.13.5","Lester, Gaines and Jones",4473937193923,04/22,911,JCB,nicholas18@hotmail.com,Nurse,98.162.172.10,English,3.47
"USNV Leach, FPO AA 48105",47 QF,PM,"Mozilla/5.0 (Windows; U; Windows NT 11.0) AppleWebKit/532.16.3 (KHTML, like Gecko) Version/5.0.3 Safari/532.16.3",Miller-Lopez,4164000453509694049,03/22,567,American Express,toddrita@gmail.com,Lawyer,158.99.15.110,English,35.62
"97021 Hernandez Island Suite 653, East Andrew, GA 91821",43 GS,AM,"Mozilla/5.0 (iPad; CPU iPad OS 13_5_1 like Mac OS X) AppleWebKit/532.2 (KHTML, like Gecko) FxiOS/12.3q6647.0 Mobile/72I178 Safari/532.2","Horn, Blair and Moore",373960544458528,11/28,992,Visa,anthony88@msn.com,Analyst,79.132.94.6,German,64.3
"447 Donna Hills, South Jenna, VA 46140",71 NX,PM,"Mozilla/5.0 (Linux; Android 5.0.2) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/25.0.883.0 Safari/536.0",Anderson Inc,4371914682564633,07/20,711,Visa,wjones@msn.com,Researcher,16.143.2.167,Spanish,45.8
"097 Schmidt Port, Schroederton, AK 57390",62 BO,AM,Mozilla/5.0 (Windows NT 5.1; tn-ZA; rv:1.9.0.20) Gecko/6944-01-17 10:09:42.871338 Firefox/3.8,Peterson-Hunt,675995481966,06/20,941,Visa,angelawright@outlook.com,Accountant,2.202.97.167,English,22.1
"10596 Evelyn Lock, Hendersonmouth, IN 90583",78 CX,AM,"Mozilla/5.0 (Linux; Android 7.1.1) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/52.0.895.0 Safari/531.2",Thomas-Morrison,4335424924211873,12/18,258,American Express,dcline@hotmail.com,Marketing Specialist,172.62.141.15,English,88.52
"7379 Larry Ridge Apt. 854, North Patrick, OR 23106",53 SP,PM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_5) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/59.0.851.0 Safari/531.0",Mcgrath and Sons,180041374922066,01/23,558,Maestro,christopherhampton@aol.com,Analyst,45.117.208.237,French,73.96
"2309 Medina Mount Apt. 942, New Robert, AL 35273",97 LJ,AM,Mozilla/5.0 (Windows 98; hsb-DE; rv:1.9.0.20) Gecko/7911-07-22 06:32:59.560364 Firefox/12.0,Henry Inc,676173514396,09/21,335,Visa,josephalexander@yahoo.com,Sales Representative,112.145.129.181,Portuguese,29.85
"0154 Katherine Parkways Suite 821, New Tammy, CA 47600",36 UD,AM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/51.0.857.0 Safari/532.1","Nelson, Wilson and Hernandez",577685718543,10/27,480,American Express,johnsonronald@gmail.com,Marketing Specialist,27.53.32.49,Spanish,84.77
"308 Miller Square Apt. 537, West Melissa, MN 38249",53 QN,AM,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.1; Trident/5.1),"Carter, Atkinson and Johnson",379785800341082,04/28,727,Mastercard,ann06@gmail.com,Lawyer,217.52.104.40,English,93.44
"PSC 5443, Box 8456, APO AP 39266",63 IO,PM,"Mozilla/5.0 (Windows; U; Windows NT 11.0) AppleWebKit/534.36.7 (KHTML, like Gecko) Version/5.0.3 Safari/534.36.7",Caldwell-Lewis,4332452551371473,09/25,806,American Express,lbauer@gmail.com,Teacher,189.0.242.108,Italian,82.6
"979 Catherine Skyway Suite 072, South Arthur, MH 33879",35 TC,AM,Mozilla/5.0 (Android 10; Mobile; rv:56.0) Gecko/56.0 Firefox/56.0,Kelly-Mclaughlin,6594689624576517,08/27,103,Maestro,loganstevenson@outlook.com,Analyst,144.237.154.193,Spanish,53.19
"7995 Smith Village Suite 353, Russellberg, PA 69913",80 FF,AM,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/25.0.807.0 Safari/535.1",Walters-Gallegos,563808485343,11/27,503,Visa,sbrennan@msn.com,Sales Representative,99.202.166.148,Spanish,49.81
"604 Brewer Lodge Apt. 760, North Greg, MA 62002",24 HE,PM,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/5225-07-29 21:56:49.123627 Firefox/3.8,Cole-Reeves,5419770567081957,01/23,333,American Express,sparksgary@comcast.net,Marketing Specialist,48.135.88.11,English,55.61
"574 Jennifer Fields, Juliefort, MP 74245",83 FP,AM,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/534.25.4 (KHTML, like Gecko) Version/5.0 Safari/534.25.4",Mora-Smith,3581521218824437,02/26,696,Visa,guzmanwilliam@yahoo.com,Consultant,208.158.164.127,Arabic,76.19
"18084 Jessica Parkways, Grantshire, TN 54379",94 EA,AM,Opera/8.47.(Windows 98; Win 9x 4.90; wae-CH) Presto/2.9.169 Version/10.00,Johnson and Sons,4283630601357,06/24,966,American Express,tracybarker@yahoo.com,Engineer,56.212.237.195,Italian,48.1
"1503 Craig Inlet, Michaelshire, NC 70500",13 CH,PM,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_12_9; rv:1.9.6.20) Gecko/7616-11-30 18:36:02.498016 Firefox/3.6.10,Morrison Group,30000409524497,05/27,466,Visa,amanda11@gmail.com,Engineer,12.166.189.21,English,16.78
"9891 Megan Passage, Port Savannah, MO 69943",82 BQ,AM,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/63.0.811.0 Safari/533.0",Miller Ltd,4001880430791869,09/27,765,Discover,ronald94@gmail.com,Analyst,115.69.63.33,German,55.96
"640 Kristin Stream Suite 335, Port John, SD 54694",81 UY,AM,Mozilla/5.0 (Android 2.3; Mobile; rv:7.0) Gecko/7.0 Firefox/7.0,Ramos-Reid,501846683099,02/21,137,Mastercard,andersonsteven@gmail.com,Lawyer,213.160.235.201,English,64.6
"9489 Jimenez Run Apt. 076, Farmerchester, CA 66713",29 QS,PM,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_4; rv:1.9.5.20) Gecko/8669-04-25 13:33:56.506775 Firefox/3.8,Zhang Ltd,4682120519245,02/27,365,Mastercard,josephcabrera@yahoo.com,Marketing Specialist,59.26.43.245,English,56.95
"02393 Johnson Centers, New Sarah, MI 02934",22 TR,PM,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; om-KE) AppleWebKit/532.32.7 (KHTML, like Gecko) Version/3.0.5 Mobile/8B114 Safari/6532.32.7",Ford-Oconnor,180046111991654,04/20,153,Mastercard,dennissimon@hotmail.com,Nurse,66.34.57.236,Arabic,0.79
"496 Smith Island, Caldwellfurt, VI 41144",84 FP,PM,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; sat-IN) AppleWebKit/532.40.4 (KHTML, like Gecko) Version/4.0.5 Mobile/8B118 Safari/6532.40.4",Gonzalez-Mclean,6512017101048975,03/28,945,Visa,jessicamoody@yahoo.com,Marketing Specialist,131.101.127.243,Spanish,59.88
"Unit 5222 Box 6605, DPO AA 87965",44 NI,AM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_9 rv:3.0; lb-LU) AppleWebKit/535.4.1 (KHTML, like Gecko) Version/4.1 Safari/535.4.1",Meyer-Washington,639050519318,07/27,863,American Express,christopher81@msn.com,Developer,46.46.79.205,English,15.87
"1470 Spencer Highway Suite 886, Alvaradoburgh, IN 79947",72 NZ,PM,Opera/9.20.(X11; Linux i686; uz-UZ) Presto/2.9.171 Version/11.00,"Brown, Dean and Johnson",3551762003274034,09/26,737,Mastercard,vargasdanielle@aol.com,Developer,170.124.4.117,French,53.77
"326 Morgan Stream, East Amandaview, LA 11331",19 DA,AM,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; tig-ER) AppleWebKit/534.32.4 (KHTML, like Gecko) Version/4.0.5 Mobile/8B112 Safari/6534.32.4",Hawkins-Adams,3594055300139458,05/23,182,American Express,ariastammy@outlook.com,Doctor,42.118.125.90,English,28.17
"71215 Danielle Mission Suite 103, New Williamburgh, MP 70567",15 IO,PM,"Mozilla/5.0 (Windows CE) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/38.0.844.0 Safari/536.1",Warren Ltd,6011773652506607,08/20,249,Discover,htaylor@yahoo.com,Analyst,126.73.245.135,Spanish,22.58
"125 Alexander Highway, New Davidmouth, NC 11577",24 GW,AM,"Mozilla/5.0 (iPad; CPU iPad OS 3_1_3 like Mac OS X) AppleWebKit/536.1 (KHTML, like Gecko) CriOS/25.0.824.0 Mobile/74W431 Safari/536.1",Cox-Martinez,4712491311680,02/20,966,Diners Club Carte Blanche,aaronstewart@gmail.com,Administrator,4.140.242.213,English,51.83
"711 Dawson Forge Apt. 853, East Brendaport, ME 65484",30 NN,PM,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_10_2) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/42.0.804.0 Safari/535.1",Gonzalez PLC,6598103109958667,07/23,609,American Express,campbellnicholas@icloud.com,Marketing Specialist,202.183.56.68,Spanish,91.63
"5674 Bailey Station Apt. 193, New Coreyview, PW 51712",42 HY,PM,Mozilla/5.0 (Android 4.0.3; Mobile; rv:6.0) Gecko/6.0 Firefox/6.0,"Martinez, Benjamin and Watson",2288837270538287,07/17,220,American Express,nicole18@yahoo.com,Designer,105.172.137.139,Hindi,57.33
"668 Wells Gardens Apt. 285, Gregorytown, KS 07653",55 DT,PM,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_7_6 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko) CriOS/36.0.841.0 Mobile/77N832 Safari/533.1","Lucero, Tucker and Morrow",344241372479043,11/23,839,American Express,stewartkaren@gmail.com,Lawyer,115.212.246.172,English,43.46
"68670 Amanda Street, South William, MI 34971",77 EB,PM,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/48.0.871.0 Safari/531.0","Kelly, Robles and Mccullough",4291527702984525531,08/22,336,Discover,sara67@yahoo.com,Marketing Specialist,172.199.103.207,English,30.69
"Unit 7366 Box 8479, DPO AA 59063",92 VU,PM,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_0; rv:1.9.6.20) Gecko/9918-10-25 19:12:49.676636 Firefox/3.6.2,Williams-Johnston,4651209242351547016,04/20,177,Visa,misty31@yahoo.com,Researcher,48.54.228.31,English,57.07
"82438 Brown Hill Apt. 449, Guyton, NE 27254",60 ES,AM,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_7 rv:5.0; mni-IN) AppleWebKit/534.7.3 (KHTML, like Gecko) Version/4.0 Safari/534.7.3","Watts, Smith and Wilkins",345146318252215,12/26,747,Visa,palmerdeanna@gmail.com,Manager,45.198.65.44,Spanish,43.84
"5785 Yesenia Mill, West Walter, MN 10594",34 UH,PM,Opera/9.30.(Windows NT 5.0; ast-ES) Presto/2.9.168 Version/11.00,Boyd-Patton,36627827459692,12/27,647,Maestro,rbutler@hotmail.com,Doctor,160.232.208.149,Hindi,73.65
